state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
TX,Young County,48503,county,5/1/2020,Shelter in Place,stop,Young County Policy End,wikidata,
TX,Montgomery County,48339,county,4/17/2020,Shelter in Place,stop,Montgomery County Policy End,wikidata,
NE,Keith,31101,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MO,Boone County,29019,county,4/24/2020,Shelter in Place,stop,Boone County Policy End,wikidata,
OH,,,state,5/15/2020,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
UT,Salt Lake,49035,county,8/7/2020,Phase 2,stop,"Policy_Details: Governor Herbert issued an EO that adopts a new version of the phased guidelines that will allow schools in Salt Lake City, which is in Orange, moderate risk or Phase 2, to open and provide some level of in person instruction Phase Level: 2, Phase Details Source information: https://coronavirus.utah.gov/governor-issues-executive-order-adopting-updated-phased-guidelines-and-the-state-health-department-issues-public-health-order-mandating-masks-in-all-k-12-schools/",sip_submission_form: https://coronavirus.utah.gov/governor-issues-executive-order-adopting-updated-phased-guidelines-and-the-state-health-department-issues-public-health-order-mandating-masks-in-all-k-12-schools/,4
MS,Quitman,28119,county,7/20/2020,Food and Drink,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
WV,,,state,5/4/2020,Non-Essential Businesses,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NE,Lancaster,31109,county,10/31/2020,Non-Essential Businesses,stop,"Policy_Details: All Non-Essential Businesses must follow gathering limit, social distancing, and mask requirements. Gyms and other fitness/health centers are restricted to the greater of 50 people or 75% of rated capacity. Door-to-door sales activities are prohibited.   Source information: https://lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-09.pdf",sip_submission_form: https://lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-09.pdf,4
DE,,,state,6/1/2020,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
UT,Wasatch County,49051,county,4/14/2020,Shelter in Place,stop,Wasatch County Policy End,wikidata,
NE,Phelps,31137,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MA,,,state,7/13/2020,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Seward,31159,county,5/6/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
AL,,,state,5/11/2020,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
GA,Fulton,13121,county,4/30/2020,Childcare (K-12),stop,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,
MO,Jackson,29095,county,5/31/2020,Entertainment,stop,"Policy_Details: Closed Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
MS,Quitman,28119,county,7/20/2020,Entertainment,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
IN,Lake,18089,county,6/13/2020,Phase 3,stop,"Policy_Details: phase 3 begins in Lake County Phase Level: 3, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf,5
MS,Washington,28151,county,7/20/2020,Non-Essential Businesses,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TX,Zapata County,48505,county,5/11/2020,Shelter in Place,stop,Zapata County Policy End,wikidata,
TX,Brown County,48049,county,4/3/2020,Shelter in Place,stop,Brown County Policy End,wikidata,
FL,Leon County,12073,county,4/19/2020,Shelter in Place,stop,Leon County Policy End,wikidata,
PA,,,state,7/3/2020,Gyms,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,Hinds,28049,county,7/20/2020,Day Care,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Sunflower,28133,county,7/20/2020,Day Care,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Jackson,28059,county,7/20/2020,Day Care,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TX,San Patricio County,48409,county,5/4/2020,Shelter in Place,stop,San Patricio County Policy End,wikidata,
CA,Yolo County,6113,county,5/1/2020,Shelter in Place,stop,Yolo County Policy End,wikidata,
MS,Rankin,28121,county,7/20/2020,Childcare (K-12),stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MA,,,state,5/18/2020,Shelter in Place,stop,State Policy End,manual,
MO,Stoddard County,29207,county,4/24/2020,Shelter in Place,stop,Stoddard County Policy End,wikidata,
TX,Aransas County,48007,county,4/30/2020,Shelter in Place,stop,Aransas County Policy End,wikidata,
ND,,,state,5/1/2020,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MA,,,state,6/8/2020,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Thomas,31171,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NY,Allegany,36003,county,6/30/2020,Phase 3,stop,Policy_Details: restaurants/food services and personal care may reopen   Source information: https://forward.ny.gov/phase-three-industries,sip_submission_form: https://forward.ny.gov/phase-three-industries,
MS,Claiborne,28021,county,7/20/2020,Non-Essential Businesses,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
